0.30728,0.40226,0.046509,6
0.28026,0.39412,0.078172,6
0.21581,0.47227,0.04525,6
0.22244,0.44872,0.045547,6
0.14643,0.18507,0.083847,6
0.18212,0.15879,0.068993,6
0.12478,0.17368,0.11257,6
0.32941,0.40703,0.11989,6
0.13902,0.18943,0.010498,6
0.254,0.46973,0.10319,6
0.31194,0.41444,0.098908,6
0.35638,0.36625,0.014148,6
0.40587,0.43811,0.11733,6
0.45826,0.088116,0.082154,6
0.44681,0.079993,0.081386,6
0.31455,0.17411,0.083763,6
0.28898,0.12856,0.071532,6
0.2521,0.47762,0.060767,6
0.36543,0.40121,0.1245,6
0.33288,0.16401,0.10952,6
0.2294,0.0011137,0.023726,6
0.02819,0.21636,0.055225,6
0.48413,0.16276,0.072915,6
0.40434,0.17208,0.087605,6
0.44023,0.19688,0.096494,6
0.019478,0.15596,0.10797,6
0.13572,0.17796,0.12225,6
0.46445,0.19837,0.12012,6
0.29908,0.24592,0.048677,6
0.35197,0.39857,0.12906,6
0.25557,0.48269,0.11038,6
0.36431,0.40244,0.017256,6
0.18548,0.15905,0.01239,6
0.15803,0.17599,0.08515,6
0.12186,0.21334,0.087406,6
0.1611,0.17566,0.035719,6
0.3525,0.24326,0.053095,6
0.35692,0.22986,0.056089,6
0.36357,0.40474,0.092631,6
0.23534,0.48628,0.12593,6
0.43783,0.068117,0.084815,6
0.13548,0.19435,0.12249,6
0.47819,0.17811,0.050496,6
0.31533,0.1869,0.094203,6
0.39003,0.41397,0.093797,6
0.41582,0.41231,0.021924,6
0.38398,0.42767,0.068584,6
0.30853,0.24135,0.059647,6
0.47867,0.06361,0.030186,6
0.44169,0.19404,0.004376,6
0.10222,0.39406,0.62434,6
0.2963,0.26271,0.097389,6
0.048797,0.37597,0.11774,6
0.32849,0.18956,0.10257,6
0.013603,0.17227,0.062604,6
0.022623,0.13906,0.086526,6
0.40208,0.078062,0.094135,6
0.33116,0.2452,0.11388,6
0.14342,0.26842,0.071844,6
0.28977,0.20973,0.62179,6
0.34245,0.25169,0.078763,6
0.13756,0.1857,0.056331,6
0.0086396,0.1402,0.08348,6
0.47942,0.084154,0.1228,6
0.33529,0.42721,0.10536,6
0.2799,0.22203,0.095303,6
0.47984,0.48733,0.11361,6
0.026645,0.12471,0.085427,6
0.14367,0.25594,0.061792,6
0.21499,0.15591,0.0049046,6
0.18656,0.44968,0.064743,6
0.47328,0.0046152,0.08833,6
0.49779,0.1617,0.11949,6
0.27154,0.49386,0.084364,6
0.36464,0.38873,0.022249,6
0.3149,0.17776,0.066119,6
0.0005846,0.191,0.072947,6
0.13963,0.2579,0.11565,6
0.33415,0.35433,0.026064,6
0.28817,0.41934,0.11071,6
0.46976,0.055648,0.040104,6
0.27479,0.39485,0.11028,6
0.4393,0.42277,0.0094128,6
0.35132,0.25405,0.064948,6
0.42311,0.083804,0.1076,6
0.27784,0.21961,0.017616,6
0.31677,0.44947,0.067679,6
0.027929,0.35309,0.079554,6
0.30145,0.21019,0.10549,6
0.26237,0.014927,0.019481,6
0.43363,0.068745,0.0093905,6
0.2473,0.49134,0.059902,6
0.30231,0.34029,0.014462,6
0.3559,0.11414,0.038613,6
0.30669,0.38964,0.023281,6
0.014908,0.34585,0.056763,6
0.30167,0.20328,0.0776,6
0.042298,0.39749,0.077177,6
0.080431,0.23432,0.081425,6
0.036175,0.12906,0.058597,6
0.36863,0.23542,0.10902,6
0.38616,0.45163,0.076414,6
0.35592,0.10445,0.051949,6
0.29627,0.45563,0.082126,6
0.49638,0.11435,0.11295,6
0.03531,0.22026,0.10201,6
0.37413,0.38801,0.03593,6
0.09634,0.23515,0.10186,6
0.18976,0.24609,0.022583,6
0.27676,0.17626,0.034299,6
0.46722,0.084912,0.096722,6
0.16754,0.1773,0.051948,6
0.40525,0.41679,0.053933,6
0.27156,0.40862,0.057936,6
0.11769,0.24696,0.02785,6
0.35618,0.39308,0.086542,6
0.14284,0.16543,0.019496,6
0.30276,0.16667,0.044006,6
0.0016464,0.025536,0.045713,6
0.47682,0.19245,0.052455,6
0.147,0.17266,0.034659,6
0.0071737,0.039193,0.043256,6
0.014571,0.071645,0.080657,6
0.36263,0.44607,0.085446,6
0.30326,0.23274,0.08815,6
0.43181,0.035476,0.015967,6
0.25691,0.4293,0.019705,6
0.4566,0.016072,0.11298,6
0.29111,0.44182,0.080517,6
0.3123,0.21384,0.023237,6
0.34033,0.38151,0.031088,6
0.23764,0.44168,0.09889,6
0.25721,0.021174,0.080662,6
0.35572,0.42486,0.081833,6
0.12252,0.15413,0.078984,6
0.090946,0.43446,0.036936,6
0.17519,0.18647,0.012708,6
0.16595,0.17741,0.10125,6
0.27316,0.47939,0.084002,6
0.016341,0.1766,0.026766,6
0.30932,0.15897,0.014833,6
0.21834,0.43603,0.11725,6
0.16714,0.24519,0.054668,6
0.25383,0.49184,0.0055019,6
0.041971,0.10755,0.073496,6
0.038327,0.17185,0.11445,6
0.076342,0.24324,0.070574,6
0.0061073,0.49197,0.04424,6
0.4903,0.13771,0.065243,6
0.2887,0.39043,0.063843,6
0.30184,0.12087,0.071821,6
0.18914,0.14729,0.063496,6
0.28569,0.11123,0.043705,6
0.29958,0.45415,0.12289,6
0.45103,0.0035918,0.11778,6
0.026333,0.16521,0.11942,6
0.46577,0.45328,0.07865,6
0.090058,0.18205,0.050223,6
0.4555,0.035188,0.016275,6
0.19705,0.45474,0.018425,6
